-2.30000000,1.21471419
-2.10000000,8.46011457
-1.90000000,73.39670873
-1.70000000,3509.10297347
-1.50000000,39541.34023173
-1.30000000,168.34879296
-1.10000000,14.84846649
-0.90000000,2.27841550
-0.70000000,-0.32124071
-0.50000000,-2.49146389
-0.30000000,-9.52870708
-0.10000000,-98.34386639
0.10000000,1.22677353
0.30000000,0.93562162
0.50000000,0.80024313
0.70000000,0.71107164
0.90000000,0.64446850
1.10000000,0.59128689
1.30000000,0.54701435
1.50000000,0.50908990
1.70000000,0.47591924
1.90000000,0.44644209
2.10000000,0.41991804
2.30000000,0.39580880
2.50000000,0.37371115
2.70000000,0.35331498
2.90000000,0.33437688
3.10000000,0.31670225
3.30000000,0.30013332
3.50000000,0.28453945
3.70000000,0.26981244
3.90000000,0.25586066
4.10000000,0.24260682
4.30000000,0.22998470
4.50000000,0.21793628
4.70000000,0.20641189
4.90000000,0.19536766
